page_name,page_id,party,source,disclaimer,amount_spent_eur,number_of_ads_in_library,party1,party2,path,date_produced,spend,remove_em
Wetenschappelijk Instituut Statera,1965306773723580,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
De Woerdense VVD,197238087060916,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Rotterdam,197240740326073,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Heumen,197435423736962,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Wassenaar,197515056951719,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Europa,199340240080632,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Doetinchem,199385600271549,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Sluis,1995851374019790,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
JOVD 's-Hertogenbosch e.o.,200799316690979,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Roosendaal,201138969999107,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Nederweert,201175180237864,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Waalre,201821126683232,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Geert Wilders,202064936858448,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Hattem,202773499768178,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Purmerend,204112443050641,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD De Fryske Marren,204113719762337,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie West Betuwe,205242676331332,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
JOVD Flevoland,205880866133496,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Esther de Lange,206205079489175,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Overijssel,206932742776182,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Midden-Delfland,206998282815876,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Paul Tang,208020512703248,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Groningen,208032132579030,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SGP-jongeren CK,208182482974377,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Heusden,208483356011488,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Bas Eickhout,208578955894331,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Bas de Wit,2089589647982370,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66Voerendaal,209004852638957,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Uitgeest,209381922872,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"PerspectieF, ChristenUnie-jongeren",209648345740233,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Uithoorn - De Kwakel,209971895842485,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Wethouder Haydar Erol,211016109549003,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Catharina Rinzema,2114625695290780,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA.sonenbreugel,211527752371216,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie,211661062254003,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jaco Geurts,211966142554381,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Stede Broec,213849225325847,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Raalte,215048268616589,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij voor de Dieren Limburg,217567158255542,PvdD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
50PLUS Gelderland,218046225000851,50PLUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Apeldoorn,218454524993606,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Harderwijk/Hierden,219046481529214,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Benni Leemhuis,219151244837835,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Kerkrade,220138834728873,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Sluis,220440588148776,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Almelo,222078441181157,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Nijmegen,225044264301061,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Groningen,225922380838567,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Stefan Mees,2266283526750050,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Flevoland,227891484046459,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Leudal,228095397350613,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Tom Berendsen,2301184920146130,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Hollands Kroon,230610190325538,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Montfoort,233207220184530,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
De Nederweerter VVD,233854086775969,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Haren,234858363335659,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Haarlem,235718236590845,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jan Middendorp,236051590173019,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Chris van Dam,237429380031891,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Asten,238075096364508,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Westerkwartier,241078299830628,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Ede,242128959237930,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jonge Democraten Rotterdam,242841979083905,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Utrechtse Heuvelrug,243926369062604,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Opsterland,244357102562650,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Leon de Lange - wethouder,246666169164239,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
De Weerter VVD,248861831896013,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Arnhem,250437457508,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA-Hilversum,251158461698171,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SGP Jongeren Vallei & Rijn,251558268238889,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Deventer,252299414886741,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Kati Piri,254626848046622,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Culemborg,254680748075982,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lodewijk Asscher,254918764596191,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
De Oldenzaalse VVD,257508240969596,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Tilburg,259119013936,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lokaal CDA gemeente Epe,259622384190321,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Opsterland,260653317801997,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
De Heerhugowaardse VVD,261116077361193,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jeroen Recourt,261344514299889,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SGP Krimpen aan den IJssel,261891187284177,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Wijchen,262802337226392,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Wethouder Johannes Goossen,267091170462122,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Westfriesland,267847256626886,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Leidschendam-Voorburg,270050976436396,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Utrecht,272033265993,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Tilburg,272230419490546,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Sint-Michielsgestel,275546039601538,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Oldambt,276491789134449,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Leiden,277015828628,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Amsterdam,282108071911694,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Noord-Holland,286480434837730,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Leiden,286855144753205,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Breda,289522761094912,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij voor de Dieren Noord-Holland,290134957713451,PvdD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Mohammed Chahim,290597421719639,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Amsterdam,290810577595982,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Burgemeester Huub Hieltjes,292042270961963,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Venlo,293145967399764,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVV Fryslan,294901587336825,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Judith Sargentini,296489277060163,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Den Haag,305271288472,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Maastricht,305525042814385,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Goeree-Overflakkee,305812906126532,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Vught-Helvoirt-Cromvoirt,305998839508251,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
FVD Noord-Brabant,306407210253856,FvD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Reusel De Mierden,306810719374111,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Forum voor Democratie Noord-Holland -FVD,309140246675079,FvD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gestelse VVD,315095378608398,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Borger-Odoorn,316719818346344,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jeroen Lenaers,316960281776479,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Amersfoort,317349971611583,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jonge Democraten Limburg,318076088223165,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Soest/Soesterberg,318840268197219,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SGP Staphorst,319519798445256,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA,320374518118,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Pvda Krimpen,320593364806627,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Eemsdelta,321817418536017,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Doesburg,323069454456751,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Losser,323187547697177,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks 's-Hertogenbosch,325974597457192,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Geldrop-Mierlo,325990707510508,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
JOVD Twente,326639394104734,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Zeeland,327605354041024,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Roermond,330274643781669,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Provincie Groningen,330384780486845,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Limburgse VVD,333726830018322,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Leiden,334224188495,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Hugo de Jonge,337991513008675,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Veenendaal,339241753098101,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVDZeist,339859456128700,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Goirle Riel,339932172815655,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Rotterdam,340871992590484,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Middelburg,341298732915644,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jorn Lok - VVD Zutphen,341800552897219,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Schiedam,342564449464162,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Veenendaal,343995085744200,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Dennis Wiersma,344926199223477,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Emmen,346093205489554,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Bunschoten,346704992122344,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
50PLUSpartij,347623668624706,50PLUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Wouter Versluijs,348378576067592,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Utrecht,348600985220459,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Richard de Mos,355078465348642,Code Oranje,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
John Kerstens PvdA,355829394541247,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Reinier Van Lanschot,357170858429968,Volt Nederland,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Vlaardingse VVD,358414441297967,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Bommelerwaard,359300587500364,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Smallingerland,360950014036006,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Renaissance Instituut,361557387694730,FvD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Heumen,366349027034383,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Krimpenerwaard,366912353386282,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Scherpenzeel,367174533369302,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Haarlem,374461422625101,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Samira Rafaela,379083586253587,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Thierry Baudet,379837259062033,FvD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Nijmegen,383355255040336,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Ommen,384737181678824,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Sgp Kampen,385564664900332,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVV Utrecht,385625301862587,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Sittard-Geleen,386396184818902,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PAL GroenLinks,387703957918671,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
DWARS Rotterdam-Rijnmond,391481867673026,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Breda,394219543964508,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Eemsdelta,394558224722257,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Vijfheerenlanden,397283743670490,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Zwolle,402039413225497,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Flevoland,403943403087425,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Madeleine van Toorenburg,404443543059212,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jonge Democraten Brabant,406312749428070,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Julian Bushoff,408189122964674,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Arnhem,408987755826785,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Barneveld,409371815837560,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lara Wolters,412036619614117,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA-Hoorn,418227798205443,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Aalten-Dinxperlo,418727481496257,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Hilversum,423071014421919,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Nissewaard,423624667726498,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Venlo,428488197166010,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Lansingerland,429679917098992,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Vught Helvoirt Cromvoirt,430597160607656,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jongerenbeweging Oppositie,432294193627700,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jonge Democraten Wageningen,433064853551671,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SGP,433611050005553,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Oosterhout,434409393299952,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Alphen aan den Rijn,434756543235602,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Toine Manders,435867793202351,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Enschede,436001856449324,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Gouda,441341285986856,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Zùmmers Belang CDA,445945465509986,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Lisse,449134611796644,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
De Boxtelse VVD,449240315186621,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVV Gelderland,449928585192308,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Utrecht,451407014874001,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Lelystad,453689644643513,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Doesburg,454775281239898,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Nijkerk-Hoevelaken,457506067621492,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Dijk en Waard,458832407560387,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jonge Democraten Arnhem-Nijmegen,460264454006488,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Dongen - 's Gravenmoer,461778550537027,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Bloemendaal,466120763493964,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Alphen a/d Rijn,473422542679870,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Geldrop-Mierlo,476345199077535,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij van de Arbeid Zaanstad,476388839115117,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Landgraaf,476759392439445,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jonge Democraten Groningen,479111832122162,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Pride,480488435784054,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Gennep,483088901801643,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Barendrecht,483478691758983,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
DWARS Utrecht,484344661624749,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
JOVD Rijk van Nijmegen c.a.,489466991169762,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Vlaardingen,490557484330937,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Zoeterwoude,495077074013552,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Goirle,497053027078764,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Leidschendam-Voorburg,498944610134140,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
JOVD Hart van Brabant,499191090115233,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Stede Broec,504176193038156,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Almelo,508079819307153,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Heerlen,509188269199628,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Pieter Paul Slikker - PvdA 073,509675125832784,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Anne-Marijke Podt Kandidaat Tweede Kamer D66,515445868547714,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Amstelveen,516828615098303,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Losser,521653237872282,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Groenlinks Kampen,521898577941258,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij voor de Dieren Dronten,522244664875827,PvdD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Almere,522603781144544,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Rijswijk,529757857120942,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66,52985377549,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij voor de vrijheid - Veenendaal,530225947335941,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Amsterdam,535450106537661,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Annie Schreijer,536131049841051,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Het Hogeland,542359679187058,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij van de Arbeid Woensdrecht,547661161996857,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Oss,550239991805691,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Middelburg,551955401505079,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Alexander Kreule VVD,553284941850879,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Bernheze,555679867783372,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jonge Democraten Utrecht,556182444396338,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
