page_name,page_id,party,source,disclaimer,amount_spent_eur,number_of_ads_in_library,party1,party2,path,date_produced,spend,remove_em
Stan Peters PvdA,560182477659896,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Apeldoorn,562357297179689,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Peter van Kessel,562459247528401,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Maassluis,564725660245239,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Mr. Hans van Mierlo Stichting,571333213225618,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Purmerend,571432623341874,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Drenthe,573092316220069,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Anita Pannebakker D66,581269312322294,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA-Harderwijk,583900934989488,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Zoetermeer,589938234422084,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Heerenveen,590372277656268,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Kerkrade,599313950125078,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Wijdemeren,604919512865485,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Forum voor Democratie -FVD,609816282477420,FvD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Mill en Sint Hubert,610561445683906,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DWARS, GroenLinkse Jongeren",610950552253067,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Pvda Montferland,613711391989275,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Haarlem,616257468385419,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Medemblik,616490005068036,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Harderwijk/Hierden,617251821650596,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Drimmelen,618699471497068,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Purmerend,626270210729407,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Pvda Den Bosch,627201893971363,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Boxtel,628289240576959,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
DENK Eindhoven,628535584020989,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Valkenburg a/d Geul,630170627073175,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Smallingerland,630864096938801,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Internationaal,642930529119017,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Enschede,644446145669723,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Peter van Dalen,647389765316921,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Lochem,661049547329075,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Pvda Alkmaar,667585943263634,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Steenwijkerland,669907336364750,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SGP Nunspeet,671037142966257,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Rob Jetten,684205995075734,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA West Maas en Waal,686529124720085,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jesse Klaver,687496011309020,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Lochem,689730844383927,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
DWARS Groningen,692001597477360,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Groenlinks Baarn,698044973586589,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Noordwijk-Noordwijkerhout-De Zilk,698451706850384,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SP Noord-Holland,699014280188216,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Zoetermeer,703877319733931,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Venray,715536175131982,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BIJ1,717249231795539,BIJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Kirchroa,721812541177719,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Aalsmeer,731311010222651,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Boxtel,748985915209148,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Zeeland,759417477428801,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Zwijndrecht,760125597332468,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Agnes Jongerius,764061133777036,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Amersfoort,77106680798,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Bergen op Zoom,771521899540181,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Provincie Groningen,773700796038689,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Waterland,783192395169199,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Tineke Strik,783842828375820,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
SGP Zeeland,784559828291177,SGP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Son en Breugel,795630170492563,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Papendrecht,806683962693581,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
50plus Noord Brabant,808087532599076,50PLUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Fryslan,818385898182914,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lenny Putman,823097471184627,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Henk Jan Ormel,823537391322678,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Martijn van Helvert,825800654145354,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Wijk Bij Duurstede,828124077223507,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lilian Marijnissen,844559615710915,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Partij voor de Dieren Flevoland,850253651682648,PvdD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Voerendaal,852631531480102,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Drimmelen,853228418123320,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA Westland,862823187132723,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Lutty van den Berg,873148779417275,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Veldhoven,888203524868856,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Zwolle,890769134318110,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Boaz Adank,897610483722357,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Best,906928256312779,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Den Helder,920592431361475,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
De Veldhovense VVD,920935371318767,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jeroen Janssen - kandidaat Europarlementariër,921841297985499,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Eemsdelta,930099740342915,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Zaanstad,937513793002837,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Bloemendaal,939048969472738,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Voorne,945761432159312,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVV Dordrecht,957516271079756,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Wybren van Haga,969158383214898,FvD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD Tytsjerksteradiel,971443309666536,VVD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Weststellingwerf,995464427271491,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Robert Veldhuis BBB,101808345034398,BBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Amsterdam BIJ1,392732001145937,BIJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Rebekka Timmer,115522827019743,BIJ1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
BVNL Noardeast-Fryslân,1471515466307161,BVNL,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Belang van Nederland - BVNL,100364422327666,BVNL,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Antoinette Roetgerink lijst CDA nr 61,105881151555946,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Bart van den Brink,102659231774493,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Alkmaar,569095910244859,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Almere,244033095778625,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Altena,226133584536501,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Amersfoort,130377573838100,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Amstelveen,1783365325218130,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Apeldoorn,194981260596528,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Bergen-NH,645564278828304,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Bloemendaal,458375320980518,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Borsele,1648345775252712,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Cranendonck,181281155612789,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Den Bosch,338902089618318,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Drenthe,550151728397109,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Edam-Volendam,135140860013782,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Ede,102851356485793,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Emmen,572358059457661,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Flevoland,270085373012452,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Geldrop-Mierlo,364207513684504,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Gennep,479179312279498,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Goeree-Overflakkee,299553243443758,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Goes,148023352020773,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Gooise Meren,1447649805544699,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Groningen,546440435446924,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Heerlen,1732885833661470,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Hoogeveen,517806454943781,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Huizen,312923848793774,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Kaag en Braassem,190987341063673,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Koggenland,220365728121924,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Kop van Noord Holland,736861463159374,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Krimpen,307917159696642,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Krimpenerwaard,924019610958351,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Leiden,357316470970750,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Limburg,148429941847666,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Medemblik,297370010365715,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Meppel,190690801121703,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Midden-Drenthe,178954178962718,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Moerdijk,130818490705926,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Noord-Holland,652006578218691,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA OSS,265941240084225,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Oirschot - De Beerzen,539113479503987,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Raalte,418249331586629,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Steenwijkerland,251874718679696,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Tilburg,212200082218113,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Venlo,102119459848996,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Venray,875156262507508,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Waadhoeke,212787845829630,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Waalre,779064112119015,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA Zeewolde,195903857175578,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
CDA-Landgraaf,713923081953772,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Frank Buijs, CDA",597205093759430,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Gabrielle Heine,  Nr. 37 CDA TK'21",103682868214533,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Gelderlandkiestcda,103497724987398,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Hilbert Bredemeijer,108661853969580,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Huibert van Rossum CDA,112652133973679,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Lucille Werner,143716979054755,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Marieke Nass TK,106826734620269,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Mona Keijzer,790841021006963,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Mustafa Bal,223967718058356,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Nr. 35 Piet-Cees van der Wel CDA,102925808393819,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Wytske Postma CDA,1394226180605930,CDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Amstelveen,1994692877432938,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Bunschoten,371687509536198,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Elburg,415275778602417,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Gooise Meren,786969904752487,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Hoorn,350083421777747,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Krimpen aan den IJssel,395993140522461,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Lansingerland,371518953020043,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Nieuwegein,191350871367589,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Overbetuwe,164161077735859,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Ridderkerk,349817395064360,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Utrecht,331768960226513,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie Velsen,397594493709630,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie provincie Groningen,1386401111662274,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
ChristenUnie-SGP Nijkerk&Hoevelaken,467199513374148,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Christenunie Harlingen,553853824711422,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Christenunie IJsselstein,1420541648174558,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Frank Visser,101861521923916,ChristenUnie,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Carline van Breugel, #32",103171544945884,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 - Rhenen,151043172169156,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Bergen op Zoom,251155788287644,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Breda,407794169274529,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Den Helder,436459169700367,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Diemen,669422673069579,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Druten,551956148205847,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Ede,260889263954978,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Emmen,1856250761366447,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Houten,512279162203266,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 IJsselstein,179124345460762,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Land van Cuijk,120025204794757,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Lansingerland,480607798691317,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Medemblik,1963443847203345,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Midden-Brabant,276183766599577,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Oude IJsselstreek,253375728108660,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Overbetuwe,340028816030467,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Pijnacker-Nootdorp,149846575656180,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Rijswijk,132843257179595,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Utrechtse Heuvelrug,235383826599727,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Vlaardingen,241453325928760,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Weesp,113751728691400,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Weststellingwerf,265393510326093,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Wijchen,283053498459741,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Zoetermeer,389914581122059,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66 Zundert,1287551678030330,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
D66Zwolle,608154812530161,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Eva van Wijngaarden - D66,241787933347407,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Faissal & Hans - van Brabant tot Binnenhof,106051891452499,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Fonda Sahla,101095462051264,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Jan Paternotte,460256660794215,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Joan Nunnely,360935727626846,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Ojanne de Vries-Chang D66 Heerenveen,582911435391464,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Rens Raemakers - D66,1631452517149430,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Salima Belhaj,222198408214618,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Sigrid Kaag,106085081224870,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Stijn Warmenhoven,104655791595188,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
T M da Silva Marcos,622122857826026,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
VVD/Democraten 66 Oudewater,697503880284453,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Wieke Paulusma - kandidaat Tweede Kamerlid D66,339699173856399,D66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Dogukan Ergin,2319309638392192,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Elif Hotaman DENK,353672928444912,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Rosa luxemburg Denktank,228113670686100,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Wij Bedenken Namen.nl,116268309749092,DENK,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Arjan de Kok - FVD,106522161379858,FvD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
FVD Drenthe,940134542788638,FvD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Frederik Jansen,100310298568268,FvD,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Dolf Warris - GroenLinks Oss,111357990764923,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Amsterdam,295724207160150,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Castricum,917881558331205,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Gelderland,439958286016356,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Meppel,502630913183362,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Oegstgeest,642712149497103,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Renkum,162865337242691,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Steenwijkerland,2082563628696526,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks Utrecht,71794021654,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
GroenLinks-PvdA Bergeijk,294107264328691,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Niels van den Berge,356287908062281,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Progressief Akkoord - GroenLinks Deurne,1403428756564141,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PvdA/GroenLinks De Ronde Venen,654552347982213,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
WB GroenLinks,319619458061587,GroenLinks,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
JA21 Zeeland,110827711048844,Ja21,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVV Den Bosch,1885139435031870,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVV Nissewaard,699772150456009,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PVV Terneuzen,330953914086255,PVV,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Abassin Nessar,326793911277704,PvdA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
